날짜,n-gram,UpDown
2011-01-07,"금리/NNG;인상/NNG;가능성/NNG;경계/NNG;높/VA, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 예상/NNG;채권시장/NNG;약세/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 국고채/NNG;발행/NNG;부담/NNG, 국고채/NNG;금리/NNG;고점/NNG, 당분간/MAG;시장/NNG;약세/NNG, 악화/NNG;금리/NNG;인상/NNG, 예상/NNG;부합/NNG;증가/NNG, 채권시장/NNG;강세/NNG, 금리/NNG;전고점/NNG, 물가/NNG;우려/NNG",하락
2011-01-06,"금리/NNG;인상/NNG;장단기스프레드/NNG;축소/NNG, 금리/NNG;상승/NNG;일드커브/NNG;스티프닝/NNG, 국고채/NNG;통안채/NNG;스프레드/NNG;축소/NNG, 금융위기/NNG;잠재/NNG;성장률/NNG;하락/NNG, 금융위기/NNG;대응/NNG;과정/NNG;확대/NNG, 장단기/NNG;시장/NNG;금리/NNG;상승/NNG, 금리/NNG;국채/NNG;금리/NNG;하락/NNG, 경상/NNG;수지/NNG;흑자/NNG;확대/NNG, 국고채/NNG;스프레드/NNG;축소/NNG, 금리/NNG;스프레드/NNG;축소/NNG, 통안채/NNG;순발행/NNG;증가/NNG, 금융안정/NNG;노력/NNG;강화/NNG, 경기/NNG;상승/NNG;모멘텀/NNG, 국고채/NNG;금리/NNG;하락/NNG, 지표/NNG;유동성/NNG;증가/NNG, 통안채/NNG;발행/NNG;확대/NNG, 세계/NNG;경제/NNG;상하방/NNG, 채권/NNG;발행/NNG;확대/NNG, 수지/NNG;악화/NNG;우려/NNG, 민간/NNG;대출/NNG;증가/NNG, 대출/NNG;증가/NNG;둔화/NNG, 가시/NNG;금리/NNG;인상/NNG, 통화/NNG;공급/NNG;압력/NNG, 경상/NNG;수지/NNG;축소/NNG, 금리/NNG;하방/NNG;경직/NNG, 수신/NNG;금리/NNG;인상/NNG, 금리/NNG;경제/NNG;견조/NNG, 경제/NNG;견조/NNG;성장/NNG, 재정거래/NNG;악화/NNG, 재정거래/NNG;위축/NNG, 통화정책/NNG;완화/NNG, 유동성/NNG;흡수/NNG, 수요/NNG;우호적/VAX, 유동성/NNG;확대/NNG, 지정학/NNG;위험/NNG, 수요/NNG;악화/NNG, 하향/NNG;안정/NNG, 안정/NNG;축소/NNG, 원화/NNG;절상/NNG, 경기/NNG;회복/NNG, 원화/NNG;강세/NNG, 채권/NNG;선호/NNG, 물가/NNG;안정/NNG, 수요/NNG;크/VV, 수익/NNG;낮/VA, 금리/NNG;인상/NNG;가능성/NNG;경계/NNG;높/VA, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 우려/NNG;높/VA;금리/NNG;인상/NNG, 서비스업/NNG;지표/NNG;호조/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 국고채/NNG;발행/NNG;부담/NNG, 당분간/MAG;시장/NNG;약세/NNG, 비농업/NNG;고용/NNG;증가/NNG, 국고채/NNG;금리/NNG;저점/NNG, 장기물/NNG;매수/NNG;강화/NNG, 악화/NNG;금리/NNG;인상/NNG, 물가/NNG;우려/NNG;높/VA, 채권시장/NNG;약세/NNG, 통화정책/NNG;경계/NNG, 단기물/NNG;강세/NNG, 장기물/NNG;약세/NNG, 경기/NNG;회복/NNG, 물량/NNG;부담/NNG",하락
2011-01-05,"금리/NNG;인상/NNG;가능성/NNG;경계/NNG;높/VA, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 우려/NNG;높/VA;금리/NNG;인상/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 국채선물/NNG;가격/NNG;하락/NNG, 국고채/NNG;물량/NNG;부담/NNG, 국고채/NNG;발행/NNG;부담/NNG, 당분간/MAG;시장/NNG;약세/NNG, 장기물/NNG;매수/NNG;강화/NNG, 악화/NNG;금리/NNG;인상/NNG, 세계/NNG;경기/NNG;회복/NNG, 물가/NNG;우려/NNG;높/VA, 통화정책/NNG;경계/NNG, 예상밖/NNG;증가/NNG, 금리/NNG;저점/NNG, 기대/NNG;부담/NNG",하락
2011-01-03,"채권/NNG;금리/NNG;펀더멘털/NNG;개선/NNG, 출구전략/NNG;우려/NNG;금리/NNG;상승/NNG, 원유/NNG;원자재/NNG;가격/NNG;상승/NNG, 경기/NNG;선행/NNG;지수/NNG;상승/NNG, 경기/NNG;상승/NNG;탄력/NNG;둔화/NNG, 수요측면/NNG;인플레이션/NNG;압력/NNG, 인플레이션/NNG;압력/NNG;증가/NNG, 인플레이션/NNG;압력/NNG;해소/NNG, 글로벌/NNG;경기/NNG;불확실성/NNG, 제조업/NNG;가동률/NNG;회복/NNG, 소비자/NNG;심리/NNG;상승/NNG, 새롭/VA;성장/NNG;모멘텀/NNG, 수출/NNG;양호/NNG;증가/NNG, 금리/NNG;상승/NNG;압력/NNG, 금리/NNG;인상/NNG;우려/NNG, 채권/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;상승/NNG, 물가/NNG;상승/NNG;부담/NNG, 건설/NNG;경기/NNG;부진/NNG, 부진/NNG;경기/NNG;상승/NNG, 부진/NNG;경기/NNG;하락/NNG, 경기/NNG;하락/NNG;우려/NNG, 양호/NNG;수출/NNG;증가/NNG, 부진/NNG;경제/NNG;회복/NNG, 경제/NNG;회복/NNG;지연/NNG, 수입/NNG;수요/NNG;회복/NNG, 대외/NNG;여건/NNG;개선/NNG, 개선/NNG;수출/NNG;양호/NNG, 경제/NNG;지표/NNG;악화/NNG, 원유/NNG;가격/NNG;상승/NNG, 물가/NNG;상승/NNG;우려/NNG, 수입/NNG;물가/NNG;상승/NNG, 어렵/VA;물가/NNG;상승/NNG, 부진/NNG;면하/VV;못하/VX, 인플레이션/NNG;우려/NNG, 수요측면/NNG;압력/NNG, 채권시장/NNG;약세/NNG, 지준율/NNG;인상/NNG, 원자재/NNG;상승/NNG, 정책/NNG;위험/NNG, 소비/NNG;개선/NNG, 예상/NNG;부진/NNG, 경제/NNG;성장/NNG, 지수/NNG;부진/NNG, 판매/NNG;호조/NNG, 경기/NNG;둔화/NNG, 긴축/NNG;강화/NNG, 수출/NNG;둔화/NNG, 점차/MAG;완화/NNG, 지수/NNG;개선/NNG, 물가/NNG;불안/NNG, 경기/NNG;회복/NNG, 경기/NNG;개선/NNG, 전망/NNG;우세/NNG, 수요/NNG;증가/NNG, 개선/NNG;경기/NNG;선행/NNG;지수/NNG;상승/NNG, 장단기스프레드/NNG;축소/NNG;가능성/NNG;높/VA, 국제/NNG;원자재/NNG;가격/NNG;고공행진/NNG, 경기/NNG;회복/NNG;위험자산/NNG;선호/NNG, 금리/NNG;상승/NNG;영향/NNG;제한적/VAX, 원자재/NNG;가격/NNG;상승/NNG;부담/NNG, 선행/NNG;지수/NNG;상승/NNG;모멘텀/NNG, 제조업/NNG;지수/NNG;소폭/MAG;상승/NNG, 근원/NNG;소비자/NNG;물가/NNG;하락/NNG, 지표/NNG;개선/NNG;금리/NNG;상승/NNG, 예상/NNG;선행/NNG;지수/NNG;상승/NNG, 신용스프레드/NNG;축소/NNG;확대/NNG, 신용스프레드/NNG;확대/NNG;축소/NNG, 국고채/NNG;듀레이션/NNG;축소/NNG, 공급/NNG;인플레이션/NNG;우려/NNG, 인플레이션/NNG;통화/NNG;긴축/NNG, 헤드라인/NNG;물가/NNG;상승/NNG, 중장기물/NNG;금리/NNG;상승/NNG, 전망/NNG;스프레드/NNG;확대/NNG, 서비스업/NNG;지수/NNG;상승/NNG, 매크로/NNG;지표/NNG;개선/NNG, 경기/NNG;상승/NNG;모멘텀/NNG, 크레딧/NNG;비중/NNG;확대/NNG, 내수/NNG;경기/NNG;부정적/VAX, 단기/NNG;금리갭/NNG;확대/NNG, 금리갭/NNG;확대/NNG;축소/NNG, 불안/NNG;변동성/NNG;확대/NNG, 금리/NNG;기술적/VAX;하락/NNG, 순환적/VAX;금리/NNG;상승/NNG, 장기물/NNG;발행/NNG;확대/NNG, 소비자/NNG;물가/NNG;상승/NNG, 과잉/NNG;유동성/NNG;축소/NNG, 단기물/NNG;금리/NNG;상승/NNG, 순환적/VAX;경기/NNG;상승/NNG, 잠재/NNG;성장률/NNG;하향/NNG, 제조업/NNG;경기/NNG;회복/NNG, 실업률/NNG;소폭/MAG;하락/NNG, 채권형/NNG;자금/NNG;감소/NNG, 경제/NNG;회복/NNG;일시적/VAX, 금리/NNG;고점/NNG;저점/NNG, 경기/NNG;금리/NNG;상승/NNG, 주택/NNG;경기/NNG;불안/NNG, 소폭/MAG;확대/NNG;축소/NNG, 근원/NNG;물가/NNG;상승/NNG, 자산/NNG;가격/NNG;회복/NNG, 금리/NNG;상승/NNG;제한/NNG, 민간/NNG;부채/NNG;부담/NNG, 부채/NNG;부담/NNG;확대/NNG, 채권/NNG;매수/NNG;부담/NNG, 금리/NNG;급등/NNG;충격/NNG, 주택/NNG;경기/NNG;부진/NNG, 내수/NNG;경기/NNG;회복/NNG, 수입/NNG;물가/NNG;상승/NNG, 신규/NNG;대출/NNG;억제/NNG, 신규/NNG;대출/NNG;축소/NNG, 물가/NNG;상승/NNG;압력/NNG, 내수/NNG;둔화/NNG;우려/NNG, 지표/NNG;추세/NNG;개선/NNG, 채권/NNG;수급/NNG;악화/NNG, 경상/NNG;수지/NNG;흑자/NNG, 원화/NNG;강세/NNG;압력/NNG, 회복/NNG;반영/NNG;상승/NNG, 재정/NNG;적자/NNG;축소/NNG, 고용/NNG;지표/NNG;개선/NNG, 산업/NNG;생산/NNG;증가/NNG, 소매/NNG;판매/NNG;증가/NNG, 기대/NNG;지수/NNG;하락/NNG, 미/NNG;경기/NNG;회복/NNG, 일드커브/NNG;베어스티프닝/NNG, 기대/NNG;점차/MAG;크/VV, 장단기스프레드/NNG;확대/NNG, 채권/NNG;비중/NNG;늘/VV, 국채선물시장/NNG;활성화/NNG, ois스프레드/NNG;하락/NNG, 국채시장/NNG;활성화/NNG, 인플레이션/NNG;확대/NNG, 경기순환/NNG;상승/NNG, 금리/NNG;스티프닝/NNG, 신용등급/NNG;하향/NNG, 안전자산/NNG;선호/NNG, 이중침체/NNG;우려/NNG, 재할인율/NNG;인상/NNG, 단기/NNG;스티프닝/NNG, 스티프닝/NNG;완화/NNG, 재정위기/NNG;우려/NNG, 고용시장/NNG;위축/NNG, 국고채/NNG;저점/NNG, 회복/NNG;모멘텀/NNG, 경기/NNG;모멘텀/NNG, 유동성/NNG;확장/NNG, 회복/NNG;악영향/NNG, 유동성/NNG;긴축/NNG, 기대/NNG;제한적/VAX, 지준율/NNG;인상/NNG, 가격/NNG;불안정/NNG, 유동성/NNG;흡수/NNG, 달러원/NNG;하락/NNG, 실업률/NNG;하락/NNG, 일시적/VAX;중단/NNG, 금리/NNG;바닥/NNG, 공급/NNG;증가/NNG, 수요/NNG;악화/NNG, 공급/NNG;확대/NNG, 금리/NNG;인상/NNG, 하향/NNG;안정/NNG, 소비/NNG;회복/NNG, 위험/NNG;선호/NNG, 물가/NNG;불안/NNG, 유가/NNG;상승/NNG, 긴축/NNG;제한/NNG, 금리/NNG;급락/NNG, 금리/NNG;하락/NNG, 예상/NNG;벗어나/VV, 경기/NNG;부양/NNG, 부양/NNG;효과/NNG, 인상/NNG;효과/NNG, 예상/NNG;긴축/NNG, 긴축/NNG;확장/NNG, 수요/NNG;확충/NNG, 금리/NNG;저점/NNG, 인상/NNG;추세/NNG, 공급/NNG;축소/NNG, 지표/NNG;호조/NNG, 수입/NNG;확대/NNG, 지수/NNG;후퇴/NNG, 고용/NNG;개선/NNG, 채권/NNG;위험/NNG, 하락/NNG;증가/NNG, 물가/NNG;오르/VV, 유로존/NNG;높/VA, 기대/NNG;높/VA, 공급/NNG;늘/VV, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 국고채/NNG;입찰/NNG;물량/NNG;부담/NNG, 금리/NNG;상승/NNG;압력/NNG;높/VA, 장기물/NNG;순매수/NNG;강화/NNG, 예상/NNG;채권시장/NNG;강세/NNG, 채권/NNG;금리/NNG;상승/NNG, 악화/NNG;금리/NNG;인상/NNG",하락
2010-12-30,"채권/NNG;금리/NNG;하방/NNG;경직/NNG;강화/NNG, 채권/NNG;금리/NNG;펀더멘털/NNG;개선/NNG, 금리/NNG;상승/NNG;채권시장/NNG;부담/NNG, 미국발/NNG;금리/NNG;상승/NNG;압력/NNG, 대내외/NNG;경기/NNG;둔화/NNG;우려/NNG, 금리/NNG;인상/NNG;가능성/NNG;배제/NNG, 경기/NNG;선행/NNG;지수/NNG;상승/NNG, 경기/NNG;둔화/NNG;우려/NNG;강세/NNG, 금리/NNG;상승/NNG;압력/NNG;강화/NNG, 가계/NNG;소비/NNG;지출/NNG;증가/NNG, 기업/NNG;설비/NNG;투자/NNG;증가/NNG, 금리/NNG;인상/NNG;금리/NNG;인상/NNG, 금리/NNG;대출/NNG;금리/NNG;인상/NNG, 가격/NNG;상승/NNG;임금/NNG;상승/NNG, 경기/NNG;상승/NNG;탄력/NNG;약화/NNG, 가계/NNG;수입/NNG;전망/NNG;상승/NNG, 채권/NNG;금리/NNG;하향/NNG;안정/NNG, 금리/NNG;상승/NNG;압력/NNG;확대/NNG, 미/NNG;국채/NNG;금리/NNG;상승/NNG, 신용스프레드/NNG;금리/NNG;상승/NNG, 장기물/NNG;발행비중/NNG;확대/NNG, 부진/NNG;경기/NNG;불확실성/NNG, 경기/NNG;불확실성/NNG;우려/NNG, 경제/NNG;자생력/NNG;회복/NNG, 경기/NNG;회복/NNG;긍정적/VAX, 시중/NNG;유동성/NNG;확대/NNG, 원자재/NNG;가격/NNG;상승/NNG, 제조업/NNG;경기/NNG;둔화/NNG, 소비자/NNG;심리/NNG;상승/NNG, 소비자/NNG;심리/NNG;개선/NNG, 경제/NNG;둔화/NNG;일시적/VAX, 크레딧/NNG;관심/NNG;증가/NNG, 채권시장/NNG;부담/NNG;줄/VV, 수출/NNG;내수/NNG;성장/NNG, 채권/NNG;금리/NNG;상승/NNG, 금리/NNG;인상/NNG;부담/NNG, 견조/NNG;경제/NNG;성장/NNG, 채권/NNG;가격/NNG;부담/NNG, 채권/NNG;금리/NNG;약세/NNG, 재정/NNG;부담/NNG;증가/NNG, 재정/NNG;수입/NNG;감소/NNG, 재정/NNG;지출/NNG;증가/NNG, 재정/NNG;적자/NNG;증가/NNG, 경제/NNG;전망/NNG;상향/NNG, 재정/NNG;적자/NNG;확대/NNG, 재정/NNG;적자/NNG;부담/NNG, 투자/NNG;민간/NNG;회복/NNG, 경제/NNG;민간/NNG;회복/NNG, 물가/NNG;상승/NNG;압력/NNG, 물가/NNG;상승/NNG;억제/NNG, 억제/NNG;목표/NNG;상회/NNG, gdp/NNG;갭/NNG;확대/NNG, 우려/NNG;점차/MAG;약화/NNG, 건설/NNG;경기/NNG;부진/NNG, 부진/NNG;경기/NNG;상승/NNG, 부진/NNG;경기/NNG;하락/NNG, 경기/NNG;하락/NNG;우려/NNG, 새롭/VA;성장/NNG;모멘텀/NNG, 양호/NNG;수출/NNG;증가/NNG, 부진/NNG;경제/NNG;회복/NNG, 경제/NNG;회복/NNG;지연/NNG, 수입/NNG;수요/NNG;회복/NNG, 대외/NNG;여건/NNG;개선/NNG, 개선/NNG;수출/NNG;양호/NNG, 수출/NNG;양호/NNG;증가/NNG, 경제/NNG;지표/NNG;악화/NNG, 고용/NNG;소득/NNG;개선/NNG, 금리/NNG;인상/NNG;제약/NNG, 경제/NNG;양호/NNG;성장/NNG, 금리/NNG;인상/NNG;충격/NNG, 차기/NNG;금리/NNG;인상/NNG, 적자국채발행/NNG;증가/NNG, 디플레이션갭/NNG;벗어나/VV, 디플레이션갭/NNG;축소/NNG, 인플레이션갭/NNG;확대/NNG, 인플레이션/NNG;부담/NNG, 인플레이션/NNG;압력/NNG, 채권투자/NNG;위축/NNG, 저금리/NNG;부작용/NNG, 채권시장/NNG;안정/NNG, 투자심리/NNG;위축/NNG, 금융시장/NNG;안정/NNG, 부정적/VAX;효과/NNG, 지준율/NNG;인상/NNG, 서서히/MAG;완화/NNG, 예상밖/NNG;부진/NNG, 지정학/NNG;위험/NNG, 국고채/NNG;확대/NNG, 정책/NNG;위험/NNG, 위험/NNG;상승/NNG, 경기/NNG;부양/NNG, 부양/NNG;효과/NNG, 고용/NNG;개선/NNG, 경제/NNG;상향/NNG, 억제/NNG;한계/NNG, 물가/NNG;안정/NNG, 절상/NNG;압력/NNG, 우려/NNG;증가/NNG, 지수/NNG;부진/NNG, 지표/NNG;부진/NNG, 판매/NNG;호조/NNG, 소비/NNG;개선/NNG, 긴축/NNG;강화/NNG, 수출/NNG;둔화/NNG, 점차/MAG;완화/NNG, 지수/NNG;개선/NNG, 전망/NNG;개선/NNG, 원화/NNG;절상/NNG, 인상/NNG;효과/NNG, 기대/NNG;강하/VA, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 채권시장/NNG;강세/NNG;약세/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 예상/NNG;채권시장/NNG;약세/NNG, 경기/NNG;지표/NNG;둔화/NNG, 국채입찰/NNG;호조/NNG, 지표/NNG;개선/NNG, 금리/NNG;상승/NNG",하락
2010-12-29,"외국인/NNG;국채선물/NNG;순매수/NNG;강세/NNG;견인/NNG, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 소비자/NNG;신뢰지수/NNG;예상/NNG;하회/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 긍정적/VAX;금리/NNG;인상/NNG, 금리/NNG;상승/NNG;압력/NNG, 물량/NNG;부담/NNG;경계/NNG, 채권시장/NNG;약세/NNG, 국채입찰/NNG;저조/NNG, 채권시장/NNG;강세/NNG",하락
2010-12-28,"국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 금리/NNG;상승/NNG;압력/NNG;높/VA, 장기물/NNG;순매수/NNG;강화/NNG, 긍정적/VAX;금리/NNG;인상/NNG, 채권시장/NNG;강세/NNG, 국채입찰/NNG;호조/NNG, 물량/NNG;부담/NNG",하락
2010-12-24,"국채선물/NNG;순매수/NNG;강세/NNG;견인/NNG, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 금리/NNG;상승/NNG;압력/NNG;높/VA, 장기물/NNG;순매수/NNG;강화/NNG, 기술적/VAX;조정/NNG;압력/NNG, 채권/NNG;가격/NNG;급등/NNG, 심리/NNG;지수/NNG;호조/NNG, 채권시장/NNG;약세/NNG, 고용시장/NNG;개선/NNG, 지정학/NNG;위험/NNG, 금리/NNG;인상/NNG, 물량/NNG;부담/NNG",하락
2010-12-23,"외국인/NNG;국채선물/NNG;순매수/NNG;강세/NNG;견인/NNG, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 경기/NNG;회복/NNG;기대/NNG;강화/NNG, 금리/NNG;상승/NNG;압력/NNG;높/VV, 장기물/NNG;순매수/NNG;강화/NNG, 채권/NNG;가격/NNG;급등/NNG, 기업/NNG;재고/NNG;증가/NNG, 채권시장/NNG;약세/NNG, 채권시장/NNG;양호/NNG, 고평가/NNG;해소/NNG, 지정학/NNG;위험/NNG, 과도/NNG;강세/NNG",하락
2010-12-22,"국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 채권시장/NNG;국채/NNG;가격/NNG;급락/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 지정학/NNG;위험/NNG;우려/NNG, 채권/NNG;가격/NNG;급등/NNG, 위험/NNG;우려/NNG;완화/NNG, 고평가/NNG;해소/NNG, 변동성/NNG;줄/VV",상승
2010-12-21,"채권시장/NNG;지정학/NNG;위험/NNG, 국고채/NNG;스프레드/NNG;축소/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 안전자산/NNG;선호/NNG;강화/NNG, 지정학/NNG;위험/NNG;우려/NNG, 지정학/NNG;위험/NNG;불안/NNG, 위험/NNG;우려/NNG;완화/NNG, 유로존/NNG;신용위험/NNG, 고평가/NNG;해소/NNG, 변동성/NNG;줄/VV",상승
2010-12-17,"국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 채권시장/NNG;경제/NNG;지표/NNG;호조/NNG, 수요/NNG;물가/NNG;상승/NNG;압력/NNG, 물가/NNG;상승/NNG;압력/NNG;증가/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 예상/NNG;채권시장/NNG;약세/NNG, 채권시장/NNG;강세/NNG, 고평가/NNG;해소/NNG, 국고채/NNG;강세/NNG, 경기/NNG;부진/NNG, 예상/NNG;하회/NNG, 경기/NNG;회복/NNG, 우려/NNG;완화/NNG, 변동성/NNG;줄/VV",하락
2010-12-16,"국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 채권시장/NNG;경기/NNG;회복/NNG, 가격/NNG;매력/NNG;높/VA, 인플레이션/NNG;우려/NNG, 채권시장/NNG;약세/NNG, 고평가/NNG;해소/NNG, 경기/NNG;부진/NNG, 불안/NNG;과도/NNG, 과도/NNG;약세/NNG",상승
2010-12-15,"국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 경기/NNG;회복/NNG;기대/NNG;강화/NNG, 소매/NNG;판매/NNG;예상/NNG;상회/NNG, 채권시장/NNG;강세/NNG;우호적/VAX, 장기물/NNG;순매수/NNG;강화/NNG, 채권시장/NNG;경기/NNG;회복/NNG, 채권시장/NNG;약세/NNG, 고평가/NNG;해소/NNG, 경기/NNG;부진/NNG",상승
2010-12-14,"국채선물/NNG;가격/NNG;이평선/NNG;상향/NNG, 국고채/NNG;스프레드/NNG;축소/NNG;압력/NNG, 장기물/NNG;순매수/NNG;강화/NNG, 상향/NNG;돌파/NNG;실패/NNG, 과도/NNG;약세/NNG;되돌/VV, 채권시장/NNG;과도/NNG, 채권시장/NNG;강세/NNG, 국채선물/NNG;강세/NNG, 채권시장/NNG;약세/NNG, 호조/NNG;우호적/VAX, 고평가/NNG;해소/NNG, 호조/NNG;효과/NNG, 경기/NNG;부진/NNG",상승
