,날짜,n-gram,UpDown
720,2015-11-10,"금리/NNG;하락/NNG;채권/NNG;가격/NNG;상승/NNG, 우려/NNG;채권/NNG;금리/NNG;급등/NNG, 채권/NNG;금리/NNG;급등/NNG;상승/NNG, 신흥국/NNG;금리/NNG;인하/NNG, 신흥국/NNG;금리/NNG;인상/NNG, 선진국/NNG;통화/NNG;강세/NNG, bis/NNG;비율/NNG;상승/NNG, 투자/NNG;매력/NNG;감소/NNG, 금리/NNG;인상/NNG;인하/NNG, 인상/NNG;인하/NNG;인상/NNG, 경기/NNG;완만/NNG;회복/NNG, 은행/NNG;손실/NNG;부담/NNG, 경제/NNG;성장/NNG;둔화/NNG, 재정/NNG;적자/NNG;확대/NNG, 경상/NNG;수지/NNG;적자/NNG, 정치/NNG;위험/NNG;완화/NNG, 완화/NNG;유가/NNG;상승/NNG, 정치/NNG;경제/NNG;위험/NNG, 낮/VA;등급/NNG;높/VA, 저금리/NNG;저성장/NNG, 금융시장/NNG;불안/NNG, 공공요금/NNG;인상/NNG, 재정/NNG;불확실성/NNG, 환위험/NNG;제거/NNG, 금리갭/NNG;축소/NNG, 디폴트/NNG;위험/NNG, 위험/NNG;제한적/VAX, 신흥국/NNG;위험/NNG, 국채/NNG;긍정적/VAX, 기대/NNG;긍정적/VAX, 수익/NNG;감소/NNG, 통화/NNG;하락/NNG, 재정/NNG;악화/NNG, 위험/NNG;증폭/NNG, 손실/NNG;위험/NNG, 위험/NNG;회피/NNG, 물가/NNG;안정/NNG, 여력/NNG;증가/NNG, 여력/NNG;강화/NNG, 성장/NNG;가속/NNG, 국채/NNG;견조/NNG, 견조/NNG;성장/NNG, 경기/NNG;침체/NNG, 경기/NNG;악화/NNG, 재정/NNG;긴축/NNG, 물가/NNG;상승/NNG, 정치/NNG;불안/NNG, 새롭/VA;성장/NNG, 느리/VA;성장/NNG, 통화/NNG;낮/VA, 악화/NNG;많/VA, 투자/NNG;작/VV, 높/VA;위험/NNG",상승
721,2015-11-10,"신용등급/NNG;하향/NNG;신용등급/NNG;하향/NNG, 부채/NNG;듀레이션/NNG;확대/NNG, 수출/NNG;경쟁력/NNG;약화/NNG, 장기물/NNG;비중/NNG;증가/NNG, 장기물/NNG;투자/NNG;증가/NNG, 크레딧/NNG;투자/NNG;확대/NNG, 경제/NNG;장기/NNG;침체/NNG, 약화/NNG;경기/NNG;침체/NNG, 재무/NNG;여력/NNG;약화/NNG, 투자/NNG;경기/NNG;회복/NNG, 경기/NNG;회복/NNG;지연/NNG, 투자/NNG;부담/NNG;증가/NNG, 건설/NNG;경기/NNG;호조/NNG, 투자/NNG;비중/NNG;축소/NNG, 저금리/NNG;저성장/NNG, 채권투자/NNG;확대/NNG, 서비스업/NNG;위축/NNG, 신용위험/NNG;확대/NNG, 신용등급/NNG;하락/NNG, 현금흐름/NNG;부담/NNG, 대출비중/NNG;축소/NNG, 수익성/NNG;약화/NNG, 인하/NNG;소극적/VAX, 역마진/NNG;부담/NNG, 충당금/NNG;부담/NNG, 제조업/NNG;하락/NNG, 제조업/NNG;악화/NNG, 수익성/NNG;악화/NNG, 수익성/NNG;하락/NNG, 건설업/NNG;침체/NNG, 제조업/NNG;위축/NNG, 고속/NNG;성장/NNG, 외형/NNG;성장/NNG, 금리/NNG;하회/NNG, 금리/NNG;무리/NNG, 수요/NNG;증가/NNG, 손실/NNG;상쇄/NNG, 자본/NNG;확충/NNG, 위축/NNG;성장/NNG, 실적/NNG;악화/NNG, 전망/NNG;하향/NNG, 수요/NNG;부진/NNG, 대출/NNG;축소/NNG, 자본/NNG;위험/NNG",상승
722,2015-11-10,"자금/NNG;조달/NNG;비용/NNG;증가/NNG, fed/NNG;금리/NNG;인상/NNG, 수주/NNG;감소/NNG, 산업/NNG;침체/NNG, 수요/NNG;증가/NNG, 절상/NNG;절하/NNG, 하락/NNG;되돌/VV",상승
723,2015-11-09,"금리/NNG;인하/NNG;기대/NNG;후퇴/NNG, 금리/NNG;급등/NNG;금리/NNG;인상/NNG, 서프라이즈/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;걸림돌/NNG, fed/NNG;금리/NNG;인상/NNG, ecb/NNG;통화/NNG;완화/NNG, 부정적/VAX;영향/NNG;완화/NNG, 금리/NNG;인하/NNG;지지/NNG, 금리/NNG;추세/NNG;하락/NNG, 달러인덱스/NNG;하락/NNG, 신흥시장/NNG;불안/NNG, 금리/NNG;하락/NNG, 수입/NNG;증가/NNG, 고용/NNG;위축/NNG, 도크/NNG;완화/NNG",상승
724,2015-11-09,"자금/NNG;이탈/NNG, 절상/NNG;절하/NNG, 최대/NNG;내리/VV",상승
725,2015-11-09,"금리/NNG;인하/NNG;기대/NNG;금리/NNG;인하/NNG, 금리/NNG;인하/NNG;기대/NNG;사라지/VV;않/VX, 금리/NNG;국고채/NNG;금리/NNG;오르/VV, 채권시장/NNG;약세/NNG;압력/NNG, 채권/NNG;금리/NNG;상승/NNG, 금리/NNG;조정/NNG;상승/NNG, 작/VA;가능성/NNG;높/VA, bei/NNG;상승/NNG, 고용/NNG;호조/NNG, 기대/NNG;상회/NNG",상승
726,2015-11-06,"ecb/NNG;통화/NNG;완화/NNG, 수요/NNG;증가/NNG, 절상/NNG;절하/NNG",하락
727,2015-11-05,"경제/NNG;전망/NNG;금리/NNG;인상/NNG, 세계/NNG;경제/NNG;하방/NNG;위험/NNG, 발행/NNG;금리/NNG;인상/NNG, 적절/NNG;금리/NNG;인상/NNG, 하방/NNG;위험/NNG;감소/NNG, 국채/NNG;수익률/NNG;오르/VV, 부채/NNG;급증/NNG, 잠재/NNG;성장/NNG, 절상/NNG;절하/NNG, 가격/NNG;떨어/VV, 소비/NNG;좋/VA",상승
728,2015-11-04,"경제/NNG;긍정적/VAX;영향/NNG;줄/VV, 여전채/NNG;수요/NNG;감소/NNG, 기업/NNG;이익/NNG;감소/NNG, 장단기스프레드/NNG;확대/NNG, 신용스프레드/NNG;확대/NNG, 장단기스프레드/NNG;작/VA, 지수/NNG;바닥/NNG, 소비/NNG;촉진/NNG, 절상/NNG;절하/NNG, 마진/NNG;줄/VV",상승
729,2015-11-04,"대내외/NNG;금리/NNG;상승/NNG;압력/NNG, 해외/NNG;사업장/NNG;원가/NNG;상승/NNG, 장기물/NNG;신용스프레드/NNG;확대/NNG, 비우량/NNG;신용스프레드/NNG;확대/NNG, 회사채/NNG;신용스프레드/NNG;확대/NNG, 하락/NNG;신용스프레드/NNG;확대/NNG, 신용스프레드/NNG;확대/NNG;축소/NNG, 대손충당금/NNG;적립/NNG;강화/NNG, 크레딧/NNG;투자심리/NNG;악화/NNG, 금리/NNG;채권시장/NNG;약세/NNG, 국고채/NNG;금리/NNG;연저점/NNG, 위험/NNG;투자심리/NNG;위축/NNG, fed/NNG;금리/NNG;인상/NNG, 단기물/NNG;금리/NNG;상승/NNG, 자산/NNG;건전성/NNG;우려/NNG, 금리/NNG;연저점/NNG;하락/NNG, 크레딧/NNG;비중/NNG;증가/NNG, 경제/NNG;수출/NNG;회복/NNG, 기업/NNG;실적/NNG;회복/NNG, 기업/NNG;매출/NNG;감소/NNG, 장단기스프레드/NNG;축소/NNG, 투자/NNG;매력/NNG;높/VA, 신용스프레드/NNG;축소/NNG, 초장기물/NNG;강세/NNG, 신용등급/NNG;하락/NNG, 영업이익/NNG;적자/NNG, 당분간/MAG;성장/NNG, 전망/NNG;불투명/NNG, 국고채/NNG;상승/NNG, 전망/NNG;부정적/VAX, 하락/NNG;부정적/VAX, 부정적/VAX;하락/NNG, 부정적/VAX;안정/NNG, 투자수익률/NNG;높/VA, 투자/NNG;선순환/NNG, 환경/NNG;우호적/VAX, 수익성/NNG;훼손/NNG, 회복/NNG;전환/NNG, 하단/NNG;하향/NNG, 하락/NNG;추세/NNG, 호조/NNG;하락/NNG, 수주/NNG;부진/NNG, 이익/NNG;감소/NNG, 실적/NNG;악화/NNG, 악화/NNG;과도/NNG, 재무/NNG;부담/NNG, 하락/NNG;위험/NNG, 채권/NNG;하락/NNG, 건설/NNG;하락/NNG, 안정/NNG;하락/NNG, 하락/NNG;안정/NNG, 기업/NNG;성장/NNG, 부채/NNG;증가/NNG, 하락/NNG;벗어나/VV, 듀레이션/NNG;늘/VV, 우려/NNG;약세/NNG, 안정성/NNG;높/VA, 수요/NNG;웃돌/VV, 불안/NNG;크/VV",상승
730,2015-11-04,"전망/NNG;gdp/NNG;성장률/NNG;전망/NNG;하향/NNG, ecb/NNG;금리/NNG;예금/NNG;금리/NNG;한계/NNG, 건설/NNG;투자/NNG;설비/NNG;투자/NNG;증가/NNG, 산업/NNG;생산/NNG;시장/NNG;예상/NNG;상회/NNG, 회사채/NNG;신용스프레드/NNG;소폭/MAG;확대/NNG, 회사채/NNG;스프레드/NNG;소폭/MAG;확대/NNG, 채권시장/NNG;고용/NNG;지표/NNG;부진/NNG, 대내외/NNG;금리/NNG;상승/NNG;압력/NNG, 금리/NNG;인상/NNG;가능성/NNG;경계/NNG, fed/NNG;시장/NNG;예상/NNG;매파/NNG, 장기물/NNG;금리/NNG;상승/NNG;제한/NNG, 고용/NNG;지표/NNG;부진/NNG;강세/NNG, 설비/NNG;투자/NNG;증가/NNG;확대/NNG, 경제/NNG;심리/NNG;지수/NNG;상승/NNG, 미/NNG;국채/NNG;금리/NNG;급등/NNG, 장단기스프레드/NNG;소폭/MAG;확대/NNG, 크레딧/NNG;투자심리/NNG;악화/NNG, 인플레이션/NNG;경제/NNG;성장/NNG, cds/NNG;프리미엄/NNG;하락/NNG, 신흥시장/NNG;성장/NNG;둔화/NNG, fed/NNG;금리/NNG;인상/NNG, 당분간/MAG;금리/NNG;인하/NNG, 단기물/NNG;하락/NNG;제한/NNG, 원자재/NNG;가격/NNG;약세/NNG, 수출/NNG;경쟁력/NNG;저하/NNG, 제조업/NNG;지표/NNG;상승/NNG, 글로벌/NNG;금리/NNG;약세/NNG, 인하/NNG;가능성/NNG;축소/NNG, 양적완화/NNG;가능성/NNG;크/VV, 경제/NNG;수출/NNG;회복/NNG, 수출/NNG;부진/NNG;우려/NNG, 우려/NNG;부각/NNG;강세/NNG, 세계/NNG;경제/NNG;성장/NNG, 민간/NNG;소비/NNG;증가/NNG, 지표/NNG;부진/NNG;개선/NNG, 경제/NNG;성장/NNG;부진/NNG, 금리/NNG;인상/NNG;지연/NNG, 물가/NNG;완만/NNG;상승/NNG, 지수/NNG;상승/NNG;견인/NNG, 회복/NNG;생산/NNG;증가/NNG, 가계/NNG;부채/NNG;증가/NNG, 민간/NNG;소비/NNG;하락/NNG, 물가/NNG;목표/NNG;하단/NNG, 금리/NNG;소폭/MAG;상승/NNG, 단기/NNG;하향/NNG;안정/NNG, 경제/NNG;지표/NNG;혼조/NNG, 금리/NNG;약세/NNG;압력/NNG, 기업/NNG;실적/NNG;부진/NNG, 금리/NNG;인상/NNG;경계/NNG, 국채/NNG;금리/NNG;하향/NNG, 기대/NNG;점차/MAG;낮/VA, 인하/NNG;기대/NNG;낮/VA, 신용스프레드/NNG;축소/NNG, 신용스프레드/NNG;확대/NNG, 초장기물/NNG;강세/NNG, 소폭/MAG;스티프닝/NNG, 신용등급/NNG;하락/NNG, 듀레이션/NNG;확대/NNG, 장기물/NNG;우호적/VAX, 점차/MAG;스티프닝/NNG, 당분간/MAG;성장/NNG, fed/NNG;매파/NNG, 국고채/NNG;하락/NNG, 장기물/NNG;약세/NNG, 크레딧/NNG;강세/NNG, 순수출/NNG;부진/NNG, 수출입/NNG;부진/NNG, 주거비/NNG;부담/NNG, 국고채/NNG;선호/NNG, 일시적/VAX;하회/NNG, 하락/NNG;제한적/VAX, 유로존/NNG;반대/NNG, 회복/NNG;전환/NNG, 하단/NNG;하향/NNG, 예상/NNG;양호/NNG, 수출/NNG;약화/NNG, 우려/NNG;감소/NNG, 경기/NNG;둔화/NNG, 통화/NNG;완화/NNG, 재정/NNG;부양/NNG, 내수/NNG;회복/NNG, 부진/NNG;상쇄/NNG, 소비/NNG;진작/NNG, 소비/NNG;회복/NNG, 수출/NNG;감소/NNG, 최대/NNG;감소/NNG, 경기/NNG;우려/NNG, 하향/NNG;이탈/NNG, 국채/NNG;하향/NNG, 회복/NNG;안정/NNG, 하회/NNG;회복/NNG, 예상/NNG;축소/NNG, 경기/NNG;낙관/NNG, 금리/NNG;오르/VV, 강하/VA;성장/NNG, 예상/NNG;강하/VA, 공급/NNG;늘/VV, 낮/VA;상승/NNG, 예상/NNG;높/VA, 완화/NNG;없/VA, 수출/NNG;쉽/VA, 쉽/VA;회복/NNG",상승
731,2015-11-04,"금리/NNG;인하/NNG;기대/NNG;작/VA;않/VX, 물가/NNG;상승률/NNG;예상/NNG;밑돌/VV, 통화정책/NNG;금리/NNG;인하/NNG, 채권/NNG;금리/NNG;상승/NNG, 국채/NNG;금리/NNG;상승/NNG, 물가/NNG;금리/NNG;인하/NNG, 채권/NNG;듀레이션/NNG;줄/VV, 채권시장/NNG;부정적/VAX, 호주달러/NNG;강세/NNG, 안전자산/NNG;선호/NNG, 호주달러/NNG;상승/NNG, 듀레이션/NNG;축소/NNG, 위험자산/NNG;선호/NNG, 가격/NNG;하락/NNG, 핵심/NNG;위험/NNG, 수요/NNG;둔화/NNG, 통화/NNG;약세/NNG, 통화/NNG;상승/NNG, 물가/NNG;양호/NNG, 예상/NNG;낮/VA",상승
732,2015-11-03,"ism/NNG;제조업/NNG;지수/NNG;예상/NNG;상회/NNG, 경기/NNG;회복/NNG;불확실성/NNG, 경제/NNG;회복/NNG;의구심/NNG, 소비/NNG;지표/NNG;부진/NNG, 고용/NNG;지표/NNG;부진/NNG, 수출/NNG;지표/NNG;부진/NNG, 고용/NNG;지수/NNG;하락/NNG, fed/NNG;매파/NNG, pmi/NNG;위축/NNG, 변동성/NNG;제한/NNG, 금리/NNG;인상/NNG, 투자/NNG;부담/NNG, 지수/NNG;개선/NNG, 예상/NNG;위축/NNG",상승
733,2015-11-03,"전망/NNG;ecb/NNG;양적완화/NNG, 절상/NNG;절하/NNG, 가격/NNG;넘/VV",상승
734,2015-11-02,"채권/NNG;금리/NNG;인상/NNG;우려/NNG, 금리/NNG;인상/NNG;우려/NNG;약화/NNG, 금리/NNG;인상/NNG;우려/NNG;완화/NNG, 미/NNG;금리/NNG;인상/NNG;우려/NNG, 금리/NNG;인상/NNG;우려/NNG;낮/VA, 기대/NNG;투자심리/NNG;개선/NNG, 금리/NNG;지준율/NNG;인하/NNG, 기대/NNG;금리/NNG;인하/NNG, 자금/NNG;유입/NNG;확대/NNG, 자금/NNG;유입/NNG;견인/NNG, 선진국/NNG;완화/NNG, 완화/NNG;견조/NNG",상승
735,2015-11-02,"수출/NNG;가격/NNG;경쟁력/NNG;약화/NNG, 금리/NNG;하락/NNG;속도/NNG;더디/VA, 자산부채/NNG;듀레이션갭/NNG;축소/NNG, 제조업/NNG;경쟁력/NNG;약화/NNG, 위험자산/NNG;비중/NNG;확대/NNG, 채권투자/NNG;비중/NNG;축소/NNG, 부채/NNG;듀레이션/NNG;확대/NNG, 수출/NNG;경쟁력/NNG;약화/NNG, 장기물/NNG;비중/NNG;증가/NNG, 경제/NNG;성장률/NNG;둔화/NNG, 판매/NNG;증가율/NNG;둔화/NNG, 크레딧/NNG;투자/NNG;확대/NNG, 위험자산/NNG;비중/NNG;늘/VV, 재무/NNG;여력/NNG;약화/NNG, 고도/NNG;경제/NNG;성장/NNG, 경제/NNG;성장/NNG;견인/NNG, 부진/NNG;원화/NNG;강세/NNG, 경기/NNG;회복/NNG;지연/NNG, 투자/NNG;부담/NNG;증가/NNG, 건설/NNG;경기/NNG;호조/NNG, 투자/NNG;비중/NNG;확대/NNG, 하락/NNG;따라가/VV;못하/VX, 장기물/NNG;투자/NNG;늘/VV, 투자/NNG;비중/NNG;높/VV, 투자/NNG;수요/NNG;줄/VV, 쉽/VA;않/VX;하락/NNG, 저금리/NNG;저성장/NNG, 채권투자/NNG;확대/NNG, 채권비중/NNG;확대/NNG, 서비스업/NNG;위축/NNG, 서비스업/NNG;성장/NNG, 신용위험/NNG;확대/NNG, 신용등급/NNG;하향/NNG, 신용등급/NNG;하락/NNG, 현금흐름/NNG;개선/NNG, 대출비중/NNG;축소/NNG, 역마진/NNG;해소/NNG, 역마진/NNG;부담/NNG, 노동력/NNG;감소/NNG, 건설업/NNG;침체/NNG, 제조업/NNG;악화/NNG, 이익률/NNG;하락/NNG, 수익성/NNG;둔화/NNG, 수익성/NNG;악화/NNG, 수익성/NNG;약화/NNG, 부동산/NNG;부진/NNG, 경기/NNG;침체/NNG, 자본/NNG;확충/NNG, 실적/NNG;악화/NNG, 부양/NNG;상승/NNG, 고도/NNG;성장/NNG, 내수/NNG;부진/NNG, 원화/NNG;약세/NNG, 금리/NNG;급락/NNG, 수요/NNG;급증/NNG, 비용/NNG;감축/NNG, 외형/NNG;성장/NNG, 고속/NNG;성장/NNG, 손실/NNG;상쇄/NNG, 대출/NNG;부실/NNG, 부실/NNG;급증/NNG, 수요/NNG;부진/NNG, 전망/NNG;하향/NNG, 공급/NNG;확대/NNG, 건설/NNG;하락/NNG, 듀레이션/NNG;짧/VA, 수요/NNG;확대/NNG, 침체/NNG;빠지/VV, 개선/NNG;어렵/VA, 신용/NNG;높/VA, 투자/NNG;높/VA, 대출/NNG;줄/VV, 마진/NNG;높/VV",상승
736,2015-11-02,"경제/NNG;지표/NNG;fed/NNG;금리/NNG;인상/NNG, ism/NNG;제조업/NNG;지수/NNG;하락/NNG, fed/NNG;금리/NNG;인상/NNG;우려/NNG, 우호적/VAX;수급/NNG;금리/NNG;상승/NNG, 단기물/NNG;채권/NNG;금리/NNG;하락/NNG, 거시/NNG;건전성/NNG;정책/NNG;강화/NNG, 전망/NNG;근거/NNG;금리/NNG;인상/NNG, 금리/NNG;인상/NNG;우려/NNG;강화/NNG, 둔화/NNG;고려/NNG;금리/NNG;인상/NNG, 금리/NNG;인하/NNG;가능성/NNG;낮/VA, 비농업/NNG;고용자수/NNG;개선/NNG, 자산/NNG;듀레이션/NNG;확대/NNG, 금리/NNG;스프레드/NNG;축소/NNG, ecb/NNG;통화/NNG;완화/NNG, 금리/NNG;지준율/NNG;인하/NNG, 단기물/NNG;금리/NNG;하락/NNG, 장기물/NNG;금리/NNG;상승/NNG, 글로벌/NNG;경기/NNG;우려/NNG, 금리/NNG;상승/NNG;제한적/VAX, 채권/NNG;금리/NNG;강세/NNG, 채권/NNG;금리/NNG;약세/NNG, 경기/NNG;둔화/NNG;우려/NNG, 실물/NNG;경제/NNG;회복/NNG, 고용/NNG;증가/NNG;둔화/NNG, 정책/NNG;기대/NNG;크/VV, rbc비율/NNG;하락/NNG, 채권시장/NNG;긍정적/VAX, 유로존/NNG;금융안정/NNG, 채권시장/NNG;강세/NNG, 유동성/NNG;모멘텀/NNG, 통화정책/NNG;인상/NNG, 환경/NNG;불확실성/NNG, 초장기물/NNG;강세/NNG, 디플레이션/NNG;빠지/VV, 금리/NNG;고평가/NNG, 글로벌/NNG;완화/NNG, 어렵/VA;양적완화/NNG, 악화/NNG;부정적/VAX, 자본/NNG;확충/NNG, 긍정/NNG;부정/NNG, 기대/NNG;인상/NNG, 전망/NNG;하향/NNG, 내수/NNG;회복/NNG, 인하/NNG;개선/NNG, 기대/NNG;경계/NNG, 국채/NNG;강세/NNG, 재정/NNG;부양/NNG, 수출/NNG;부진/NNG, 둔화/NNG;위험/NNG, 강하/VA;개선/NNG, 생산/NNG;좋/VA",상승
737,2015-11-02,"신용등급/NNG;부정적/VAX;하향/NNG, 신용등급/NNG;안정/NNG;상향/NNG, 은행/NNG;자본/NNG;확충/NNG, 은행/NNG;손실/NNG;흡수/NNG, 하향/NNG;유가/NNG;하락/NNG, 재정/NNG;적자/NNG;확대/NNG, 전망/NNG;재정/NNG;적자/NNG, gdp/NNG;증가/NNG, 금리/NNG;인상/NNG, 절상/NNG;절하/NNG, 절하/NNG;절상/NNG, 금리/NNG;오르/VV",상승
738,2015-10-30,"gdp/NNG;성장률/NNG;예상/NNG;하회/NNG, fed/NNG;금리/NNG;인상/NNG, 위험/NNG;프리미엄/NNG;오르/VV, 기업/NNG;재고/NNG;감소/NNG, 판매/NNG;호조/NNG;증가/NNG, 주택/NNG;건설/NNG;증가/NNG, 부채비율/NNG;떨어/VV, 부채비율/NNG;넘/VV, 경제/NNG;둔화/NNG, 절상/NNG;절하/NNG, 환경/NNG;낮/VA",상승
739,2015-10-29,"물가/NNG;상승/NNG;소비/NNG;심리/NNG;위축/NNG, 외국인/NNG;자금/NNG;우려/NNG;완화/NNG, 소비자/NNG;기대/NNG;지수/NNG;하락/NNG, 전망/NNG;경제/NNG;지표/NNG;부진/NNG, 완화/NNG;경제/NNG;지표/NNG;개선/NNG, 경상/NNG;수지/NNG;재정/NNG;적자/NNG, 약화/NNG;금리/NNG;인상/NNG;우려/NNG, 수입/NNG;감소/NNG;수출/NNG;감소/NNG, 금리/NNG;인상/NNG;우려/NNG;확대/NNG, 예상/NNG;금리/NNG;인상/NNG;지연/NNG, 과반/NNG;의석/NNG;확보/NNG;실패/NNG, 높/VA;원자재/NNG;가격/NNG;상승/NNG, 높/VA;금리/NNG;인상/NNG;지연/NNG, 자금/NNG;유출/NNG;우려/NNG;높/VA, 인플레이션/NNG;경기/NNG;둔화/NNG, 글로벌/NNG;금융시장/NNG;위험/NNG, 금융시장/NNG;변동성/NNG;완화/NNG, 경제/NNG;정치/NNG;불확실성/NNG, 정치/NNG;불확실성/NNG;완화/NNG, 타격/NNG;입/VV;밖/NNG;없/VA, 금융시장/NNG;위험/NNG;확대/NNG, 원자재/NNG;가격/NNG;하락/NNG, 글로벌/NNG;수요/NNG;감소/NNG, 높/VA;인플레이션/NNG;압력/NNG, 경제/NNG;성장률/NNG;하락/NNG, 식료품/NNG;가격/NNG;상승/NNG, 펀더멘털/NNG;개선/NNG;어렵/VA, 재정/NNG;건전성/NNG;회복/NNG, 재정/NNG;건전성/NNG;개선/NNG, 외국인/NNG;자금/NNG;이탈/NNG, 설비/NNG;가동률/NNG;상승/NNG, 수출/NNG;경쟁력/NNG;회복/NNG, 경상/NNG;수지/NNG;적자/NNG, 정치/NNG;불안/NNG;완화/NNG, 대외/NNG;경제/NNG;불안/NNG, 경제/NNG;지표/NNG;호전/NNG, 인상/NNG;전망/NNG;우세/NNG, 정책/NNG;기대/NNG;약화/NNG, 정책/NNG;신뢰/NNG;약화/NNG, 우려/NNG;성장/NNG;둔화/NNG, 내수/NNG;경기/NNG;위축/NNG, 경상/NNG;수지/NNG;개선/NNG, 개선/NNG;재정/NNG;적자/NNG, 소비/NNG;심리/NNG;악화/NNG, 둔화/NNG;무역/NNG;흑자/NNG, 소비/NNG;투자/NNG;부진/NNG, 수입/NNG;물가/NNG;상승/NNG, 채권/NNG;금리/NNG;인하/NNG, 정치/NNG;위험/NNG;확대/NNG, 정치/NNG;불안/NNG;확대/NNG, 물가/NNG;상승/NNG;압력/NNG, 산업/NNG;생산/NNG;상승/NNG, 수출/NNG;감소/NNG;축소/NNG, 수입/NNG;감소/NNG;확대/NNG, 무역/NNG;적자/NNG;감소/NNG, 채권/NNG;자금/NNG;이탈/NNG, 자금/NNG;이탈/NNG;우려/NNG, 높/VA;정치/NNG;불확실성/NNG, 금리/NNG;인하/NNG;부담/NNG, 부작용/NNG;만만/NNG;않/VX, 국채/NNG;금리/NNG;내리/VV, 수지/NNG;적자/NNG;줄/VV, 높/VA;자금/NNG;이탈/NNG, 금융시장/NNG;불확실성/NNG, 글로벌/NNG;불확실성/NNG, 쌍둥이적자/NNG;해소/NNG, 인플레이션/NNG;부담/NNG, 금융시장/NNG;안정/NNG, 불확실성/NNG;확대/NNG, 금융시장/NNG;급락/NNG, 펀더멘털/NNG;안정/NNG, 펀더멘털/NNG;회복/NNG, 신용등급/NNG;강등/NNG, 불확실성/NNG;증폭/NNG, 금융시장/NNG;약세/NNG, 금융시장/NNG;불안/NNG, 투자심리/NNG;위축/NNG, 펀더멘털/NNG;둔화/NNG, 금융시장/NNG;상승/NNG, 투자심리/NNG;호전/NNG, 채권시장/NNG;안정/NNG, 투자심리/NNG;개선/NNG, 투자심리/NNG;회복/NNG, 글로벌/NNG;위험/NNG, 실업률/NNG;상승/NNG, 부도율/NNG;상승/NNG, 전망/NNG;부정적/VAX, 가동률/NNG;회복/NNG, 전망/NNG;확산/NNG, 통화/NNG;반등/NNG, 경제/NNG;충격/NNG, 위험/NNG;증폭/NNG, 경기/NNG;침체/NNG, 부채비율/NNG;넘/VV, 지표/NNG;안정/NNG, 수출/NNG;충격/NNG, 투자/NNG;제한/NNG, 기대/NNG;실망/NNG, 경기/NNG;부진/NNG, 수지/NNG;호전/NNG, 물가/NNG;하회/NNG, 하락/NNG;증가/NNG, 전망/NNG;하향/NNG, 과도/NNG;긴축/NNG, 전망/NNG;부진/NNG, 수출/NNG;회복/NNG, 수지/NNG;증가/NNG, 물가/NNG;불안/NNG, 불안/NNG;하락/NNG, 통화/NNG;급락/NNG, 위험/NNG;약화/NNG, 수지/NNG;회복/NNG, 정치/NNG;안정/NNG, 소비/NNG;개선/NNG, 경기/NNG;부양/NNG, 어렵/VA;긴축/NNG, 환경/NNG;높/VA",상승
740,2015-10-29,"fed/NNG;금리/NNG;인상/NNG;넘/VV, 금리/NNG;인상/NNG;넘/VV;않/VX, 위험자산/NNG;가격/NNG;상승/NNG, 장기물/NNG;비중/NNG;확대/NNG, 신흥국/NNG;금리/NNG;인하/NNG, 장기물/NNG;비중/NNG;축소/NNG, 국고채/NNG;금리/NNG;하락/NNG, 국제/NNG;유가/NNG;상승/NNG, 추격/NNG;매수/NNG;위험/NNG, 금리/NNG;추세/NNG;하락/NNG, 완화/NNG;가능성/NNG;높/VA, 높/VA;금리/NNG;인상/NNG, 높/VA;물가/NNG;안정/NNG, 신흥시장/NNG;위험/NNG, 위험자산/NNG;상승/NNG, 하락/NNG;압력/NNG, 견고/NNG;증가/NNG, 위험/NNG;완화/NNG, 기대/NNG;하단/NNG, 하단/NNG;방어/NNG, 경상/NNG;적자/NNG, 바닥/NNG;조짐/NNG, 불안/NNG;완화/NNG, 완화/NNG;압력/NNG, 높/VA;완화/NNG, 위험/NNG;높/VA",상승
